idPedido,descTipoItem,descItem
518,ingrediente 1,bacon
518,ingrediente 2,frango
518,ingrediente 3,orégano
518,massa,massa tradicional
518,queijo 1,mussarela
518,queijo 2,parmesão
519,bebida,cerveja
519,borda,sabor catupiry
519,ingrediente 1,linguiça calabresa defumada
519,ingrediente 2,cebola
519,ingrediente 3,azeitona
519,ingrediente 4,pimenta calabresa
519,ingrediente 5,ovo
519,massa,massa tradicional
519,queijo 1,mussarela
519,queijo 2,catupiry
520,bebida,refrigerante
520,borda,sabor catupiry
520,ingrediente 1,pimentão
520,ingrediente 2,bacon
520,ingrediente 3,ovo
520,ingrediente 4,carne seca
520,ingrediente 5,cebola
520,massa,massa grossa
520,queijo 1,mussarela
520,queijo 2,catupiry
521,bebida,vinho tinto
521,borda,borda tradicional
521,ingrediente 1,tomate
521,ingrediente 2,pepperoni
521,ingrediente 3,cebola
521,massa,massa tradicional
521,queijo 1,mussarela
521,queijo 2,parmesão
522,bebida,suco de abacaxi
522,borda,cream cheese
522,ingrediente 1,rúcula
522,ingrediente 2,tomate
522,ingrediente 3,azeitona
522,ingrediente 4,cebola
522,ingrediente 5,carne moída
522,massa,massa integral
522,queijo 1,mussarela
522,queijo 2,queijo coalho
523,bebida,suco de maracujá
523,borda,cheddar
523,ingrediente 1,milho
523,ingrediente 2,cebola
523,ingrediente 3,bacon
523,ingrediente 4,pepperoni
523,ingrediente 5,orégano
523,massa,massa final
523,queijo 1,cheddar
523,queijo 2,provolone
524,bebida,suco de abacaxi
524,borda,cheddar
524,ingrediente 1,bacon
524,ingrediente 2,ovo
524,ingrediente 3,cebola
524,massa,massa integral
524,queijo 1,mussarela
524,queijo 2,catupiry
525,bebida,refrigerante
525,borda,borda tradicional
525,ingrediente 1,calabresa
525,ingrediente 2,presunto
525,ingrediente 3,queijo cheddar
525,ingrediente 4,cebola
525,ingrediente 5,azeitona
525,massa,massa tradicional
525,queijo 1,mussarela
525,queijo 2,cheddar
526,bebida,água com gás
526,borda,sabor catupiry
526,ingrediente 1,presunto
526,ingrediente 2,tomate
526,ingrediente 3,azeitona
526,ingrediente 4,bacon
526,ingrediente 5,anchova
526,massa,massa grossa
526,queijo 1,mussarela
526,queijo 2,catupiry
527,bebida,água com gás
527,borda,cheddar
527,ingrediente 1,cogumelos
527,ingrediente 2,picles
527,ingrediente 3,pepperoni
527,ingrediente 4,bacon
527,ingrediente 5,abacaxi
527,massa,massa tradicional
527,queijo 1,mussarela
527,queijo 2,queijo coalho
528,bebida,refrigerante
528,borda,sabor catupiry
528,ingrediente 1,pepperoni
528,ingrediente 2,calabresa
528,massa,massa grossa
528,queijo 1,mussarela
528,queijo 2,queijo coalho
529,bebida,refrigerante
529,borda,borda tradicional
529,ingrediente 1,calabresa
529,ingrediente 2,cebola
529,massa,massa tradicional
529,queijo 1,mussarela
530,bebida,suco de laranja
530,borda,sabor catupiry
530,ingrediente 1,cebola
530,ingrediente 2,frango
530,ingrediente 3,alho
530,ingrediente 4,orégano
530,ingrediente 5,milho
530,massa,massa tradicional
530,queijo 1,mussarela
530,queijo 2,catupiry
531,bebida,chá gelado
531,borda,borda tradicional
531,ingrediente 1,pepperoni
531,ingrediente 2,tomate
531,ingrediente 3,azeitona
531,ingrediente 4,azeite de oliva
531,ingrediente 5,orégano
531,massa,massa final
531,queijo 1,mussarela
531,queijo 2,parmesão
532,bebida,vinho tinto
532,borda,borda tradicional
532,ingrediente 1,azeite de oliva
532,ingrediente 2,pepperoni
532,ingrediente 3,orégano
532,ingrediente 4,pimenta calabresa
532,ingrediente 5,azeitona
532,massa,massa tradicional
532,queijo 1,mussarela
532,queijo 2,parmesão
533,bebida,refrigerante
533,borda,sabor catupiry
533,ingrediente 1,bacon
533,ingrediente 2,calabresa
533,ingrediente 3,pepperoni
533,ingrediente 4,frango
533,ingrediente 5,cebola caramelizada
533,massa,massa tradicional
533,queijo 1,parmesão
533,queijo 2,mussarela
534,bebida,limonada
534,borda,cream cheese
534,ingrediente 1,cebola
534,ingrediente 2,alho
534,ingrediente 3,bacon
534,ingrediente 4,queijo coalho grelhado
534,ingrediente 5,linguiça calabresa defumada
534,massa,massa final
534,queijo 1,parmesão
534,queijo 2,queijo coalho
535,bebida,vinho tinto
535,borda,borda tradicional
535,ingrediente 1,cebola
535,ingrediente 2,tomate
535,ingrediente 3,palmito
535,ingrediente 4,azeitona
535,ingrediente 5,queijo roquefort
535,massa,massa tradicional
535,queijo 1,gorgonzola
535,queijo 2,gorgonzola
536,bebida,refrigerante
536,borda,cheddar
536,ingrediente 1,bacon
536,ingrediente 2,frango
536,ingrediente 3,tomate
536,ingrediente 4,cebola
536,ingrediente 5,carne seca
536,massa,massa final
536,queijo 1,mussarela
536,queijo 2,catupiry
537,bebida,suco de maracujá
537,borda,sabor catupiry
537,ingrediente 1,pepperoni
537,ingrediente 2,pimentão
537,ingrediente 3,rúcula
537,ingrediente 4,bacon
537,ingrediente 5,queijo de cabra
537,massa,massa tradicional
537,queijo 1,mussarela
537,queijo 2,provolone
538,bebida,limonada
538,borda,cheddar
538,ingrediente 1,cereja
538,ingrediente 2,berinjela
538,ingrediente 3,pepperoni
538,ingrediente 4,queijo cheddar
538,ingrediente 5,camarão
538,massa,massa tradicional
538,queijo 1,mussarela
538,queijo 2,parmesão
539,bebida,refrigerante
539,borda,borda tradicional
539,ingrediente 1,tomate
539,ingrediente 2,calabresa
539,ingrediente 3,cebola
539,ingrediente 4,pimenta calabresa
539,ingrediente 5,alho
539,massa,massa tradicional
539,queijo 1,mussarela
539,queijo 2,parmesão
540,bebida,vinho tinto
540,borda,borda tradicional
540,ingrediente 1,pepperoni
540,ingrediente 2,cebola
540,ingrediente 3,pimentão
540,ingrediente 4,brócolis
540,massa,massa tradicional
540,queijo 1,mussarela
540,queijo 2,gorgonzola
541,bebida,refrigerante
541,borda,cheddar
541,ingrediente 1,bacon
541,ingrediente 2,milho
541,ingrediente 3,azeitona
541,ingrediente 4,ovo
541,massa,massa tradicional
541,queijo 1,mussarela
542,bebida,refrigerante
542,borda,sabor catupiry
542,ingrediente 1,frango
542,ingrediente 2,bacon
542,massa,massa tradicional
542,queijo 1,mussarela
542,queijo 2,catupiry
543,bebida,refrigerante
543,borda,sabor catupiry
543,ingrediente 1,calabresa
543,ingrediente 2,cebola
543,ingrediente 3,milho
543,ingrediente 4,brócolis
543,ingrediente 5,azeite de oliva
543,massa,massa grossa
543,queijo 1,mussarela
543,queijo 2,parmesão
544,bebida,suco de maracujá
544,borda,borda tradicional
544,ingrediente 1,cebola
544,ingrediente 2,rúcula
544,ingrediente 3,tomate seco
544,massa,massa final
544,queijo 1,mussarela
544,queijo 2,parmesão
545,bebida,suco de laranja
545,borda,borda tradicional
545,ingrediente 1,tomate
545,ingrediente 2,presunto
545,ingrediente 3,azeitona
545,ingrediente 4,cebola
545,ingrediente 5,calabresa
545,massa,massa tradicional
545,queijo 1,mussarela
545,queijo 2,provolone
546,bebida,suco de uva
546,borda,borda tradicional
546,ingrediente 1,tomate
546,ingrediente 2,bacon
546,ingrediente 3,calabresa
546,ingrediente 4,azeitona
546,massa,massa tradicional
546,queijo 1,mussarela
546,queijo 2,provolone
547,bebida,água com gás
547,borda,borda tradicional
547,ingrediente 1,tomate
547,ingrediente 2,calabresa
547,ingrediente 3,cebola
547,massa,massa tradicional
547,queijo 1,mussarela
548,bebida,suco de maracujá
548,borda,cream cheese
548,ingrediente 1,tomate
548,ingrediente 2,pimentão
548,ingrediente 3,alho
548,ingrediente 4,bacon
548,ingrediente 5,carne seca
548,massa,massa grossa
548,queijo 1,mussarela
548,queijo 2,parmesão
549,bebida,cerveja
549,borda,sabor catupiry
549,ingrediente 1,azeitona
549,ingrediente 2,alho
549,ingrediente 3,palmito
549,ingrediente 4,orégano
549,ingrediente 5,pimentão assado
549,massa,massa tradicional
549,queijo 1,mussarela
549,queijo 2,provolone
550,bebida,refrigerante
550,borda,borda tradicional
550,ingrediente 1,frango
550,ingrediente 2,linguiça calabresa defumada
550,ingrediente 3,cebola
550,ingrediente 4,tomate
550,ingrediente 5,azeitona
550,massa,massa tradicional
550,queijo 1,mussarela
550,queijo 2,catupiry
551,bebida,vinho tinto
551,borda,sabor catupiry
551,ingrediente 1,carne seca
551,ingrediente 2,pimentão assado
551,ingrediente 3,tomate
551,ingrediente 4,tomate seco
551,massa,massa tradicional
551,queijo 1,mussarela
551,queijo 2,parmesão
552,bebida,cerveja
552,borda,sabor catupiry
552,ingrediente 1,tomate
552,ingrediente 2,bacon
552,ingrediente 3,frango
552,ingrediente 4,orégano
552,ingrediente 5,milho
552,massa,massa tradicional
552,queijo 1,mussarela
552,queijo 2,provolone
553,bebida,refrigerante
553,borda,borda tradicional
553,ingrediente 1,frango
553,ingrediente 2,milho
553,ingrediente 3,tomate
553,ingrediente 4,orégano
553,massa,massa tradicional
553,queijo 1,mussarela
553,queijo 2,catupiry
554,bebida,refrigerante
554,borda,borda tradicional
554,ingrediente 1,alho
554,ingrediente 2,cebola
554,ingrediente 4,carne seca
554,massa,massa final
554,queijo 1,mussarela
554,queijo 2,gorgonzola
555,bebida,vinho tinto
555,borda,borda tradicional
555,ingrediente 1,cogumelos
555,ingrediente 2,alho-poró
555,ingrediente 3,queijo feta
555,massa,massa tradicional
555,queijo 1,mussarela
555,queijo 2,parmesão
556,bebida,vinho tinto
556,borda,borda tradicional
556,ingrediente 1,tomate
556,ingrediente 2,alho
556,ingrediente 3,abobrinha
556,ingrediente 4,berinjela
556,ingrediente 5,azeite de oliva
556,massa,massa final
556,queijo 1,mussarela
556,queijo 2,parmesão
557,bebida,refrigerante
557,borda,sabor catupiry
557,ingrediente 1,rúcula
557,ingrediente 2,queijo gouda
557,ingrediente 3,pimenta calabresa
557,ingrediente 4,cebola caramelizada
557,ingrediente 5,mel
557,massa,massa tradicional
557,queijo 1,queijo brie
557,queijo 2,mussarela
558,bebida,refrigerante
558,borda,borda tradicional
558,ingrediente 1,calabresa
558,ingrediente 2,tomate
558,ingrediente 3,cebola
558,ingrediente 4,azeitona
558,massa,massa tradicional
558,queijo 1,mussarela
559,bebida,vinho tinto
559,borda,sabor catupiry
559,ingrediente 1,pepperoni
559,ingrediente 3,tomate seco
559,ingrediente 4,cogumelos
559,massa,massa final
559,queijo 1,mussarela
559,queijo 2,parmesão
560,bebida,refrigerante
560,borda,sabor catupiry
560,ingrediente 1,bacon
560,ingrediente 2,alho
560,ingrediente 3,cogumelos
560,ingrediente 4,tomate
560,ingrediente 5,queijo de cabra
560,massa,massa grossa
560,queijo 1,gorgonzola
560,queijo 2,queijo brie
561,bebida,refrigerante
561,borda,borda tradicional
561,ingrediente 1,tomate seco
561,ingrediente 2,cebola caramelizada
561,ingrediente 3,pepperoni
561,ingrediente 4,orégano
561,ingrediente 5,bacon
561,massa,massa final
561,queijo 1,gorgonzola
561,queijo 2,parmesão
562,bebida,suco de abacaxi
562,borda,cream cheese
562,ingrediente 1,frango
562,ingrediente 2,bacon
562,ingrediente 3,milho
562,ingrediente 4,queijo cheddar
562,ingrediente 5,azeitona
562,massa,massa tradicional
562,queijo 1,provolone
562,queijo 2,mussarela
563,bebida,refrigerante
563,borda,sabor catupiry
563,ingrediente 1,pepperoni
563,ingrediente 2,alho-poró
563,ingrediente 3,cebolinha
563,ingrediente 4,orégano
563,ingrediente 5,pepperoni
563,massa,massa tradicional
563,queijo 1,mussarela
563,queijo 2,catupiry
564,bebida,suco de abacaxi
564,borda,sabor catupiry
564,ingrediente 1,calabresa
564,ingrediente 2,tomate
564,ingrediente 3,azeitona
564,ingrediente 4,palmito
564,ingrediente 5,cebola
564,massa,massa tradicional
564,queijo 1,mussarela
564,queijo 2,parmesão
565,bebida,refrigerante
565,borda,borda tradicional
565,ingrediente 1,cogumelos
565,ingrediente 2,tomate
565,ingrediente 3,carne seca
565,massa,massa tradicional
565,queijo 1,mussarela
566,bebida,refrigerante
566,borda,sabor catupiry
566,ingrediente 1,calabresa
566,ingrediente 2,bacon
566,ingrediente 3,cebola
566,massa,massa tradicional
566,queijo 1,mussarela
567,bebida,refrigerante
567,borda,borda tradicional
567,ingrediente 1,alho
567,ingrediente 2,milho
567,ingrediente 3,presunto
567,ingrediente 4,palmito
567,ingrediente 5,ervilha
567,massa,massa tradicional
567,queijo 1,gorgonzola
567,queijo 2,mussarela
568,bebida,cerveja
568,borda,borda tradicional
568,ingrediente 1,pepperoni
568,ingrediente 2,alho
568,ingrediente 3,alcaparra
568,ingrediente 4,cebola
568,ingrediente 5,tomate
568,massa,massa tradicional
568,queijo 1,mussarela
568,queijo 2,gorgonzola
569,bebida,água com gás
569,borda,borda tradicional
569,ingrediente 1,calabresa
569,ingrediente 2,tomate seco
569,ingrediente 3,azeite de oliva
569,ingrediente 4,rúcula
569,ingrediente 5,cogumelos
569,massa,massa tradicional
569,queijo 1,provolone
569,queijo 2,gorgonzola
570,bebida,água com gás
570,borda,borda tradicional
570,ingrediente 1,frango
570,ingrediente 2,ovo
570,ingrediente 3,azeitona
570,ingrediente 4,tomate
570,ingrediente 5,milho
570,massa,massa tradicional
571,bebida,vinho tinto
571,borda,borda tradicional
571,ingrediente 1,calabresa
571,massa,massa final
571,queijo 1,mussarela
572,bebida,suco de abacaxi
572,borda,sabor catupiry
572,ingrediente 1,bacon
572,ingrediente 2,presunto
572,ingrediente 3,orégano
572,massa,massa tradicional
572,queijo 1,mussarela
572,queijo 2,catupiry
573,bebida,refrigerante
573,borda,sabor catupiry
573,ingrediente 1,pepperoni
573,ingrediente 2,cogumelos
573,ingrediente 3,orégano
573,ingrediente 4,cebola
573,ingrediente 5,tomate seco
573,massa,massa tradicional
573,queijo 1,mussarela
573,queijo 2,queijo coalho
574,bebida,refrigerante
574,borda,sabor catupiry
574,ingrediente 1,pepperoni
574,ingrediente 2,calabresa
574,ingrediente 3,azeitona
574,ingrediente 4,camarão
574,ingrediente 5,ovo
574,massa,massa final
574,queijo 1,mussarela
574,queijo 2,catupiry
575,bebida,cerveja
575,borda,sabor catupiry
575,ingrediente 1,azeitona
575,ingrediente 2,cogumelos
575,ingrediente 3,tomate
575,ingrediente 4,azeite de oliva
575,ingrediente 5,palmito
575,massa,massa final
575,queijo 1,mussarela
575,queijo 2,parmesão
576,bebida,vinho tinto
576,borda,borda tradicional
576,ingrediente 1,orégano
576,ingrediente 2,bacon
576,ingrediente 3,pepperoni
576,massa,massa tradicional
576,queijo 1,provolone
576,queijo 2,gorgonzola
577,bebida,suco de maracujá
577,borda,borda tradicional
577,ingrediente 1,tomate
577,ingrediente 2,bacon
577,ingrediente 3,alho
577,ingrediente 4,tomate seco
577,ingrediente 5,linguiça calabresa defumada
577,massa,massa tradicional
577,queijo 1,catupiry
577,queijo 2,gorgonzola
578,bebida,refrigerante
578,borda,sabor catupiry
578,ingrediente 1,pepperoni
578,ingrediente 2,tomate seco
578,ingrediente 3,linguiça calabresa defumada
578,ingrediente 4,pimentão
578,ingrediente 5,cebola
578,massa,massa grossa
578,queijo 1,mussarela
578,queijo 2,gorgonzola
579,bebida,refrigerante
579,borda,sabor catupiry
579,ingrediente 1,presunto
579,ingrediente 2,cebola
579,ingrediente 3,tomate
579,ingrediente 4,milho
579,ingrediente 5,calabresa
579,massa,massa tradicional
579,queijo 1,mussarela
579,queijo 2,cheddar
580,bebida,refrigerante
580,borda,sabor catupiry
580,ingrediente 1,pepperoni
580,ingrediente 2,azeitona
580,ingrediente 3,alho
580,ingrediente 4,calabresa
580,ingrediente 5,pimenta calabresa
580,massa,massa tradicional
580,queijo 1,mussarela
580,queijo 2,catupiry
581,bebida,limonada
581,borda,borda tradicional
581,ingrediente 1,presunto
581,ingrediente 2,frango
581,ingrediente 3,palmito
581,ingrediente 4,abacaxi
581,ingrediente 5,presunto
581,massa,massa grossa
581,queijo 1,catupiry
581,queijo 2,catupiry
582,bebida,refrigerante
582,borda,sabor catupiry
582,ingrediente 1,tomate
582,ingrediente 2,abobrinha
582,ingrediente 3,pepperoni
582,ingrediente 4,orégano
582,ingrediente 5,frango
582,massa,massa tradicional
582,queijo 1,mussarela
582,queijo 2,catupiry
583,bebida,refrigerante
583,borda,borda tradicional
583,ingrediente 1,alcaparra
583,ingrediente 2,atum
583,ingrediente 3,cebola
583,ingrediente 4,tomate
583,ingrediente 5,ervilha
583,massa,massa final
583,queijo 1,mussarela
583,queijo 2,provolone
584,bebida,refrigerante
584,borda,sabor catupiry
584,ingrediente 1,presunto
584,ingrediente 2,abobrinha
584,ingrediente 3,linguiça
584,ingrediente 4,ovo
584,ingrediente 5,alho
584,massa,massa tradicional
584,queijo 1,mussarela
584,queijo 2,catupiry
585,bebida,cerveja
585,borda,sabor catupiry
585,ingrediente 1,bacon
585,ingrediente 2,cebola
585,ingrediente 3,frango
585,ingrediente 4,orégano
585,ingrediente 5,tomate
585,massa,massa tradicional
585,queijo 1,mussarela
585,queijo 2,parmesão
586,bebida,refrigerante
586,borda,sabor catupiry
586,ingrediente 1,calabresa
586,ingrediente 2,orégano
586,ingrediente 3,azeitona
586,ingrediente 4,bacon
586,ingrediente 5,tomate
586,massa,massa tradicional
586,queijo 1,mussarela
586,queijo 2,ricota
587,bebida,vinho tinto
587,borda,borda tradicional
587,ingrediente 1,mel
587,ingrediente 2,cogumelos
587,ingrediente 3,cebola
587,massa,massa tradicional
587,queijo 1,mussarela
587,queijo 2,gorgonzola
588,bebida,refrigerante
588,borda,cream cheese
588,ingrediente 1,frango
588,ingrediente 2,milho
588,ingrediente 3,bacon
588,ingrediente 4,presunto
588,ingrediente 5,calabresa
588,massa,massa tradicional
588,queijo 1,mussarela
588,queijo 2,parmesão
589,bebida,vinho tinto
589,borda,borda tradicional
589,ingrediente 1,carne seca
589,ingrediente 2,cebola
589,ingrediente 3,azeite de oliva
589,ingrediente 4,pimenta calabresa
589,ingrediente 5,tomate seco
589,massa,massa tradicional
589,queijo 1,mussarela
589,queijo 2,gorgonzola
590,bebida,refrigerante
590,borda,borda tradicional
590,ingrediente 1,pepperoni
590,ingrediente 2,azeitona
590,ingrediente 3,pimentão
590,ingrediente 4,cebola
590,ingrediente 5,tomate
590,massa,massa tradicional
590,queijo 1,mussarela
590,queijo 2,parmesão
591,bebida,refrigerante
591,borda,sabor catupiry
591,ingrediente 1,tomate
591,ingrediente 2,azeitona
591,ingrediente 3,frango
591,ingrediente 4,milho
591,ingrediente 5,pepperoni
591,massa,massa final
591,queijo 1,mussarela
591,queijo 2,provolone
592,bebida,chá gelado
592,borda,cream cheese
592,ingrediente 1,cebola caramelizada
592,ingrediente 2,tomate seco
592,ingrediente 3,azeitona
592,ingrediente 4,rúcula
592,ingrediente 5,alho
592,massa,massa grossa
592,queijo 1,ricota
592,queijo 2,queijo coalho
593,bebida,água com gás
593,borda,sabor catupiry
593,ingrediente 1,tomate
593,ingrediente 2,frango
593,ingrediente 3,milho
593,ingrediente 4,bacon
593,ingrediente 5,orégano
593,massa,massa tradicional
593,queijo 1,mussarela
593,queijo 2,catupiry
594,bebida,refrigerante
594,borda,sabor catupiry
594,ingrediente 1,tomate
594,ingrediente 2,cebola
594,ingrediente 3,bacon
594,ingrediente 4,pepperoni
594,ingrediente 5,orégano
594,massa,massa grossa
594,queijo 1,mussarela
595,bebida,refrigerante
595,borda,sabor catupiry
595,ingrediente 1,pepperoni
595,massa,massa tradicional
595,queijo 1,provolone
595,queijo 2,mussarela
596,bebida,chá gelado
596,borda,cream cheese
596,ingrediente 1,tomate
596,ingrediente 2,bacon
596,ingrediente 3,orégano
596,ingrediente 4,alho-poró
596,ingrediente 5,abobrinha
596,massa,massa tradicional
596,queijo 1,mussarela
597,bebida,cerveja
597,borda,borda tradicional
597,ingrediente 1,cogumelos
597,ingrediente 2,pepperoni
597,ingrediente 3,cebola
597,ingrediente 4,rúcula
597,ingrediente 5,salsinha
597,massa,massa tradicional
597,queijo 1,parmesão
597,queijo 2,mussarela
598,bebida,refrigerante
598,borda,borda tradicional
598,ingrediente 1,azeite de oliva
598,ingrediente 2,frango
598,ingrediente 3,palmito
598,ingrediente 4,bacon
598,ingrediente 5,alho
598,massa,massa tradicional
598,queijo 1,mussarela
599,bebida,cerveja
599,borda,cheddar
599,ingrediente 1,cebola
599,ingrediente 2,azeitona
599,ingrediente 3,atum
599,ingrediente 4,picles
599,ingrediente 5,ovo
599,massa,massa tradicional
599,queijo 1,mussarela
599,queijo 2,gorgonzola
600,bebida,suco de abacaxi
600,borda,borda tradicional
600,ingrediente 1,cebola
600,ingrediente 2,calabresa
600,ingrediente 3,tomate
600,ingrediente 4,orégano
600,ingrediente 5,salsinha
600,massa,massa final
600,queijo 1,mussarela
601,bebida,água com gás
601,borda,sabor catupiry
601,ingrediente 1,tomate
601,ingrediente 2,pepperoni
601,ingrediente 3,bacon
601,ingrediente 4,queijo gouda
601,ingrediente 5,pimentão
601,massa,massa tradicional
601,queijo 1,mussarela
601,queijo 2,provolone
602,bebida,água com gás
602,borda,borda tradicional
602,ingrediente 1,abobrinha
602,ingrediente 2,alho
602,massa,massa final
602,queijo 1,mussarela
602,queijo 2,parmesão
603,bebida,vinho tinto
603,borda,borda tradicional
603,ingrediente 1,presunto
603,ingrediente 2,cogumelos
603,ingrediente 3,tomate
603,ingrediente 4,pimentão
603,ingrediente 5,alho-poró
603,massa,massa tradicional
603,queijo 1,mussarela
603,queijo 2,catupiry
604,bebida,suco de laranja
604,borda,borda tradicional
604,ingrediente 1,cogumelos
604,ingrediente 2,bacon
604,ingrediente 3,calabresa
604,ingrediente 4,palmito
604,ingrediente 5,presunto
604,massa,massa final
604,queijo 1,mussarela
604,queijo 2,catupiry
605,bebida,refrigerante
605,borda,borda tradicional
605,ingrediente 1,tomate seco
605,ingrediente 2,alho
605,ingrediente 3,espinafre
605,ingrediente 5,pepperoni
605,massa,massa grossa
605,queijo 1,mussarela
605,queijo 2,parmesão
606,bebida,refrigerante
606,borda,cheddar
606,ingrediente 1,pepperoni
606,ingrediente 2,calabresa
606,ingrediente 3,bacon
606,ingrediente 4,frango
606,ingrediente 5,alho
606,massa,massa grossa
606,queijo 1,mussarela
606,queijo 2,catupiry
607,bebida,refrigerante
607,borda,sabor catupiry
607,ingrediente 1,tomate
607,ingrediente 2,calabresa
607,ingrediente 3,orégano
607,ingrediente 4,alho-poró
607,ingrediente 5,azeite de oliva
607,massa,massa tradicional
607,queijo 1,mussarela
607,queijo 2,catupiry
608,bebida,água com gás
608,borda,sabor catupiry
608,ingrediente 1,frango
608,ingrediente 2,milho
608,ingrediente 3,tomate
608,ingrediente 4,queijo cheddar
608,ingrediente 5,orégano
608,massa,massa tradicional
608,queijo 1,catupiry
608,queijo 2,gorgonzola
609,bebida,suco de uva
609,borda,sabor catupiry
609,ingrediente 1,tomate
609,ingrediente 2,milho
609,ingrediente 3,azeite de oliva
609,ingrediente 4,orégano
609,ingrediente 5,pimentão assado
609,massa,massa grossa
609,queijo 1,parmesão
609,queijo 2,provolone
610,bebida,água com gás
610,borda,borda tradicional
610,ingrediente 1,linguiça calabresa defumada
610,ingrediente 2,cebola caramelizada
610,ingrediente 3,pimenta biquinho
610,ingrediente 4,castanhas
610,massa,massa final
610,queijo 1,mussarela
610,queijo 2,parmesão
611,bebida,água com gás
611,borda,borda tradicional
611,ingrediente 1,cogumelos
611,ingrediente 2,azeite de oliva
611,ingrediente 3,pepperoni
611,ingrediente 4,anchova
611,ingrediente 5,azeitona
611,massa,massa final
611,queijo 1,mussarela
611,queijo 2,gorgonzola
612,bebida,refrigerante
612,borda,sabor catupiry
612,ingrediente 1,calabresa
612,ingrediente 2,cebola
612,ingrediente 3,azeitona
612,ingrediente 4,bacon
612,ingrediente 5,alho-poró
612,massa,massa grossa
612,queijo 1,mussarela
612,queijo 2,provolone
613,bebida,limonada
613,borda,sabor catupiry
613,ingrediente 1,atum
613,ingrediente 2,cebola
613,ingrediente 3,tomate seco
613,ingrediente 4,azeitona
613,massa,massa tradicional
613,queijo 1,mussarela
614,borda,sabor catupiry
614,ingrediente 1,presunto
614,ingrediente 2,tomate
614,ingrediente 3,azeitona
614,ingrediente 4,ovo
614,ingrediente 5,calabresa
614,massa,massa grossa
614,queijo 1,mussarela
615,bebida,suco de laranja
615,borda,borda tradicional
615,ingrediente 1,cebola
615,ingrediente 2,azeitona
615,ingrediente 3,pimenta calabresa
615,ingrediente 4,bacon
615,ingrediente 5,linguiça
615,massa,massa final
615,queijo 1,mussarela
615,queijo 2,parmesão
616,bebida,água com gás
616,borda,borda tradicional
616,ingrediente 1,cebola
616,ingrediente 2,alho
616,ingrediente 3,bacon
616,ingrediente 4,queijo gouda
616,ingrediente 5,picles
616,massa,massa grossa
616,queijo 1,mussarela
616,queijo 2,parmesão
617,bebida,água com gás
617,borda,sabor catupiry
617,ingrediente 1,pepperoni
617,ingrediente 2,bacon
617,massa,massa final
617,queijo 1,mussarela
617,queijo 2,catupiry
618,bebida,refrigerante
618,borda,borda tradicional
618,ingrediente 1,pepperoni
618,ingrediente 2,frango
618,ingrediente 3,tomate
618,ingrediente 4,azeitona
618,ingrediente 5,azeite de oliva
618,massa,massa final
618,queijo 1,mussarela
618,queijo 2,catupiry
619,bebida,suco de maracujá
619,borda,sabor catupiry
619,ingrediente 1,calabresa
619,ingrediente 2,frango
619,ingrediente 3,bacon
619,ingrediente 4,tomate
619,ingrediente 5,milho
619,massa,massa tradicional
619,queijo 1,mussarela
619,queijo 2,parmesão
620,bebida,refrigerante
620,borda,sabor catupiry
620,ingrediente 1,presunto
620,ingrediente 2,milho
620,ingrediente 3,cebola caramelizada
620,ingrediente 4,orégano
620,ingrediente 5,picles
620,massa,massa tradicional
620,queijo 1,parmesão
620,queijo 2,mussarela
621,bebida,refrigerante
621,borda,borda tradicional
621,ingrediente 1,pepperoni
621,ingrediente 2,azeite de oliva
621,ingrediente 3,alcaparra
621,ingrediente 4,palmito
621,ingrediente 5,pepperoni
621,massa,massa final
621,queijo 1,provolone
621,queijo 2,parmesão
622,bebida,suco de uva
622,borda,borda tradicional
622,ingrediente 1,frango
622,ingrediente 2,bacon
622,ingrediente 3,brócolis
622,ingrediente 4,mel
622,ingrediente 5,linguiça calabresa defumada
622,massa,massa final
622,queijo 1,queijo coalho
622,queijo 2,mussarela
623,bebida,cerveja
623,borda,borda tradicional
623,ingrediente 1,pepperoni
623,ingrediente 2,cogumelos
623,ingrediente 3,tomate
623,massa,massa tradicional
623,queijo 1,catupiry
623,queijo 2,mussarela
624,bebida,suco de laranja
624,borda,sabor catupiry
624,ingrediente 1,frango
624,ingrediente 2,calabresa
624,ingrediente 3,carne seca
624,ingrediente 4,orégano
624,massa,massa tradicional
624,queijo 1,cheddar
624,queijo 2,catupiry
625,bebida,chá gelado
625,borda,borda tradicional
625,ingrediente 1,tomate
625,ingrediente 2,cogumelos
625,ingrediente 3,rúcula
625,ingrediente 4,azeite de oliva
625,massa,massa final
625,queijo 1,mussarela
625,queijo 2,parmesão
626,bebida,vinho tinto
626,borda,cream cheese
626,ingrediente 1,pepperoni
626,ingrediente 2,azeitona
626,ingrediente 3,alho
626,ingrediente 4,orégano
626,massa,massa final
626,queijo 1,parmesão
626,queijo 2,mussarela
627,bebida,refrigerante
627,borda,sabor catupiry
627,ingrediente 1,tomate
627,ingrediente 2,calabresa
627,ingrediente 3,cebola
627,ingrediente 4,ovo
627,ingrediente 5,azeitona
627,massa,massa tradicional
627,queijo 1,catupiry
627,queijo 2,mussarela
628,bebida,refrigerante
628,borda,sabor catupiry
628,ingrediente 1,cebola
628,ingrediente 2,bacon
628,ingrediente 3,linguiça calabresa defumada
628,ingrediente 4,frango
628,ingrediente 5,cogumelos
628,massa,massa tradicional
628,queijo 1,mussarela
628,queijo 2,catupiry
629,bebida,água com gás
629,borda,borda tradicional
